relh,drct,sknt,alti,vsby,temp_c,dewpoint_c,feel_c
29.99,310,12,29.71,6.21,34,14,33.28333333
39,340,6,29.68,6.21,35,19,36.92222222
33.08,320,9,29.71,3.73,38,19,40.54444444
30.53,10,13,29.85,6.21,36,16,36
34.66,350,20,29.88,6.21,36,18,37.42777778
36.9,300,10,29.71,6.21,36,19,38.11111111
46.93,340,8,29.65,6.21,35,22,39.51666667
36.9,350,11,29.68,6.21,36,19,38.11111111
36.63,330,11,29.71,6.21,35,18,36.25555556
26.31,350,9,29.71,6.21,34,12,32.7
39.27,360,11,29.77,6.21,36,20,38.89444444
26.84,350,14,29.77,6.21,36,14,35.42777778
31.99,320,10,29.77,6.21,34,15,34
49.62,340,8,29.77,6.21,34,22,38.26666667
30.26,310,13,29.74,6.21,35,15,35
40.96,340,10,29.74,6.21,33,18,33.99444444
46.67,320,7,29.74,6.21,34,21,37.31666667
32.27,350,2,29.68,6.21,35,16,35
26.84,320,3,29.65,6.21,36,14,35.42777778
28.63,300,12,29.65,6.21,36,15,36
43.88,290,8,29.68,6.21,34,20,36.48333333
40.69,310,10,29.65,6.21,32,17,32.4
36.08,280,6,29.74,6.21,33,16,33
49.1,310,10,29.83,6.21,32,20,34.15
33.84,310,9,29.8,6.21,33,15,33
38.45,340,12,29.8,6.21,33,17,33
29.72,330,8,29.8,6.21,33,13,31.96111111
43.61,290,9,29.77,6.21,33,19,34.60555556
39,290,9,29.71,6.21,35,19,36.92222222
26.84,270,1,29.77,3.73,36,14,35.42777778
16.15,60,8,29.77,6.21,38,8,35.90555556
22.04,300,7,29.83,6.21,36,11,34.51111111
36.08,330,3,29.8,6.21,33,16,33
31.99,290,12,29.77,6.21,34,15,34
30.26,360,9,29.77,6.21,35,15,35
20.38,300,12,29.83,6.21,35,9,33.08888889
36.08,340,9,29.8,6.21,33,16,33
29.72,320,4,29.8,6.21,33,13,31.96111111
40.96,310,7,29.83,6.21,33,18,33.99444444
43.34,320,10,29.85,6.21,32,18,32.90555556
38.18,320,11,29.8,6.21,32,16,32
38.45,320,8,29.74,6.21,33,17,33
28.37,280,7,29.68,6.21,35,14,34.34444444
28.1,280,6,29.74,6.21,34,13,32.97222222
23.3,340,5,29.83,6.21,35,11,33.47777778
36.63,320,9,29.83,6.21,35,18,36.25555556
26.31,310,2,29.74,6.21,34,12,32.7
31.99,310,13,29.71,6.21,34,15,34
41.23,290,7,29.83,6.21,34,19,35.75
43.34,300,6,29.88,6.21,32,18,32.90555556
40.96,350,10,29.83,6.21,33,18,33.99444444
41.23,20,9,29.8,6.21,34,19,35.75
41.23,340,7,29.8,6.21,34,19,35.75
38.18,300,3,29.83,6.21,32,16,32
46.14,340,6,29.83,6.21,32,19,33.48333333
29.72,340,6,29.8,6.21,33,13,31.96111111
38.73,360,8,29.74,6.21,34,18,35.11111111
36.08,360,12,29.77,6.21,33,16,33
29.72,290,8,29.88,6.21,33,13,31.96111111
31.72,360,12,29.88,6.21,33,14,32.25555556
21.29,360,5,29.88,6.21,33,8,31.03333333
23.04,310,6,29.74,3.73,34,10,32.27777778
35.53,250,9,29.77,6.21,31,14,30.32222222
31.17,270,9,29.83,6.21,31,12,29.84444444
40.41,330,8,29.88,6.21,31,16,30.97222222
33.29,290,9,29.91,6.21,31,13,30.06111111
40.41,340,8,29.94,6.21,31,16,30.97222222
35.81,340,8,29.88,6.21,32,15,32
31.45,10,5,29.85,6.21,32,13,30.98888889
40.69,310,6,29.88,6.21,32,17,32.4
31.17,300,5,29.91,6.21,31,12,29.84444444
30.9,270,9,29.94,6.21,30,11,28.81666667
37.62,310,11,29.97,6.21,30,14,29.42777778
40.14,10,9,29.97,6.21,30,15,29.70555556
37.62,350,9,30,6.21,30,14,29.42777778
40.14,340,10,30.06,6.21,30,15,29.70555556
43.07,350,9,30.03,6.21,31,17,31.37777778
36.35,310,5,29.94,6.21,34,17,34
20.62,60,9,29.88,6.21,36,10,34.28333333
13.14,200,7,29.8,6.21,38,5,35.43888889
26.76,260,15,29.88,6.21,29,8,27.70555556
23.07,260,11,29.94,6.21,28,5,26.82777778
28.36,10,5,29.94,6.21,28,8,27.02222222
45.07,10,10,29.94,6.21,28,15,28.03333333
42.25,330,9,29.94,6.21,28,14,27.82222222
34.69,340,10,29.94,6.21,28,11,27.33333333
32.73,130,3,29.91,6.21,29,11,28.04444444
27.83,360,4,30,6.21,33,12,31.71111111
41.69,360,11,30.12,6.21,26,12,26
38.74,10,10,30,6.21,25,10,25
47.79,360,11,29.94,6.21,27,15,27.28333333
41.69,340,8,29.94,6.21,26,12,26
54.05,20,8,29.94,6.21,26,16,26
41.69,270,10,29.91,6.21,26,12,26
36.51,350,10,29.94,6.21,26,10,26
39.3,350,4,29.91,3.73,27,12,27
44.52,350,6,29.88,6.21,26,13,26
47.79,330,7,29.94,6.21,27,15,27.28333333
36.22,340,6,29.97,6.21,25,9,25
35.94,300,9,29.94,6.21,24,8,23.39444444
41.14,340,10,29.97,6.21,24,10,24
44.25,20,8,30,6.21,25,12,25
33.85,40,9,29.94,6.21,25,8,24.43888889
33.85,280,6,29.83,6.21,25,8,24.43888889
46.98,280,9,29.91,6.21,24,12,24
35.66,310,8,30.03,6.21,23,7,22.28888889
38.18,360,7,30.12,6.21,23,8,22.35
47.25,20,10,30.12,6.21,25,13,25
41.14,30,11,30.12,6.21,24,10,24
41.14,20,13,30.03,6.21,24,10,24
33.85,30,13,29.91,6.21,25,8,24.43888889
36.79,50,11,29.94,6.21,27,11,27
44.25,40,10,29.94,6.21,25,12,25
46.98,320,4,29.88,6.21,24,12,24
49.37,260,16,29.83,6.21,21,10,21
40,250,18,29.91,6.21,20,6,20
46.16,240,10,30.03,6.21,21,9,21
40.29,230,4,30.03,6.21,21,7,21
59.74,310,7,30.03,3.73,19,11,19
45.6,270,10,30.09,6.21,19,7,19
42.85,290,7,30.06,6.21,20,7,20
40,310,10,30.09,6.21,20,6,20
46.16,20,9,30.15,6.21,21,9,21
46.16,20,5,30.15,6.21,21,9,21
49.37,320,9,30.09,3.73,21,10,21
49.1,310,10,30.09,6.21,20,9,20
49.1,340,6,30.09,6.21,20,9,20
52.25,260,5,30.09,3.73,19,9,19
49.1,10,9,30.09,6.21,20,9,20
59.97,340,9,30.18,3.73,20,12,20
55.88,350,6,30.09,2.49,19,10,19
43.13,40,12,30.09,3.73,21,8,21
49.37,20,10,30.12,6.21,21,10,21
43.13,350,12,30.18,6.21,21,8,21
30.77,50,12,30.15,6.21,22,4,21.06111111
37.61,350,10,30.12,6.21,21,6,21
45.88,40,12,30.15,6.21,20,8,20
49.1,360,10,30.15,6.21,20,9,20
43.13,270,12,30.06,6.21,21,8,21
40,300,8,30.12,6.21,20,6,20
39.43,10,11,30.24,6.21,18,4,18
45.6,30,13,30.24,6.21,19,7,19
52.51,10,15,30.18,6.21,20,10,20
52.25,40,13,30.15,6.21,19,9,19
59.74,350,8,30.06,2.49,19,11,19
40,330,12,30.15,6.21,20,6,20
59.74,10,2,30.15,3.73,19,11,19
43.13,40,5,30.06,6.21,21,8,21
35.37,50,8,30.03,6.21,22,6,21.17777778
59.74,110,2,30,1.24,19,11,19
68.15,290,6,30.03,2.49,19,13,19
52.25,340,7,30.06,6.21,19,9,19
34.8,230,10,30,6.21,20,4,20
29.92,200,18,29.91,6.21,19,1,19
45.32,220,17,29.97,6.21,18,6,18
45.32,220,10,30.12,6.21,18,6,18
48.55,340,8,30.27,2.49,18,7,18
42.28,30,12,30.27,6.21,18,5,18
55.63,40,16,30.18,6.21,18,9,18
48.55,50,12,30.06,6.21,18,7,18
39.14,190,13,29.94,1.86,17,3,17
29.92,250,15,30,6.21,19,1,19
39.43,250,16,30,6.21,18,4,18
55.37,250,5,30.12,6.21,17,8,17
45.32,330,8,30.18,6.21,18,6,18
63.38,360,5,30.09,2.49,17,10,17
48.28,270,10,30,6.21,17,6,17
36.45,220,15,29.97,6.21,17,2,17
36.74,190,17,29.88,6.21,18,3,18
39.14,210,18,29.97,3.73,17,3,17
33.93,220,14,30.09,6.21,17,1,17
45.04,210,11,30,6.21,17,5,17
41.71,220,18,30.06,6.21,16,3,16
38.56,250,15,30.09,6.21,15,1,15
47.72,250,11,30.12,6.21,15,4,15
39.14,200,13,30.18,6.21,17,3,17
39.14,210,10,30.06,6.21,17,3,17
31.56,230,12,30,6.21,17,0,17
45.04,320,4,30.06,6.21,17,5,17
42,20,9,30.12,6.21,17,4,17
41.42,340,13,30.24,6.21,15,2,15
44.47,310,11,30.24,6.21,15,3,15
36.16,260,9,30.21,6.21,16,1,16
44.76,240,18,30,0.62,16,4,16
48.55,280,4,30.18,3.73,18,7,18
45.32,310,5,30.09,2.49,18,6,18
30.77,220,18,29.83,6.21,22,4,21.06111111
30.2,240,23,29.94,6.21,20,2,20
45.32,260,11,30.06,6.21,18,6,18
48.28,300,7,30.12,6.21,17,6,17
38.85,360,4,30.06,6.21,16,2,16
49.1,200,21,29.68,1.24,20,9,20
48.55,200,5,29.8,6.21,18,7,18
44.47,300,16,30,6.21,15,3,15
38.85,260,2,30.21,6.21,16,2,16
34.51,50,12,30.15,6.21,19,3,19
32.43,360,2,30.12,3.73,20,3,20
26.15,30,12,30.06,6.21,20,0,20
7.12,200,9,29.83,2.49,25,-13,23.73888889
27.55,250,5,29.74,6.21,18,-1,18
17.32,290,2,30.06,3.73,17,-8,17
18.46,260,6,30.06,3.73,16,-8,16
22.06,210,11,30.15,6.21,18,-4,18
29.63,50,13,30.21,6.21,18,0,18
24.32,210,7,29.97,6.21,20,-1,20
18.8,240,10,29.97,2.49,23,-2,21.84444444
26.15,30,7,29.97,1.86,20,0,20
32.72,280,9,29.94,3.73,21,4,21
31.85,280,18,29.88,6.21,18,1,18
42,240,23,29.85,1.86,17,4,17
54.34,270,9,30.06,6.21,13,4,13
47.72,310,8,30.24,6.21,15,4,15
33.93,40,11,30.27,6.21,17,1,17
32.14,40,15,30.15,6.21,19,2,19
35.09,40,13,30,6.21,21,5,21
35.09,10,6,29.94,6.21,21,5,21
43.13,310,10,29.83,6.21,21,8,21
37.03,290,10,29.97,6.21,19,4,19
39.72,230,4,29.91,6.21,19,5,19
21.5,200,17,29.8,6.21,22,-1,20.81666667
29.92,260,21,29.83,0.93,19,1,19
38.56,230,27,29.8,1.86,15,1,15
50.91,230,16,29.83,6.21,14,4,14
40.84,270,16,30.03,6.21,13,0,13
39.14,250,10,30.15,6.21,17,3,17
45.88,280,11,30.09,6.21,20,8,20
26.43,340,5,30.06,6.21,21,1,21
29.23,240,4,30.06,6.21,24,5,23.21666667
49.64,360,13,30.09,6.21,22,11,22
40.29,20,14,30.09,6.21,21,7,21
46.43,40,17,30.09,6.21,22,10,22
21,40,19,29.97,6.21,26,2,25.20555556
29.45,180,15,29.68,1.86,32,12,30.75555556
17.94,220,15,29.8,2.49,25,-1,24.02222222
26.98,240,19,29.91,2.49,23,3,22.06111111
26.15,250,16,30.06,6.21,20,0,20
39.43,270,11,30.12,6.21,18,4,18
39.43,290,10,30.18,6.21,18,4,18
29.06,10,14,30.33,6.21,16,-2,16
29.63,20,19,30.3,6.21,18,0,18
20.98,20,14,30.21,6.21,20,-3,20
42.85,350,13,30.18,6.21,20,7,20
33,10,14,30.12,6.21,22,5,21.11666667
28.96,30,10,30.09,6.21,23,4,22.11111111
33.29,20,11,30.06,6.21,23,6,22.22222222
25.13,350,16,30.03,6.21,23,2,22.01111111
31.05,350,10,30,6.21,23,5,22.16666667
37.89,300,12,29.97,6.21,22,7,21.24444444
43.42,320,10,29.97,6.21,22,9,21.38888889
33,270,11,30,6.21,22,5,21.11666667
26.71,240,13,30,6.21,22,2,20.95555556
32.72,240,3,30,6.21,21,4,21
23.66,230,2,30,6.21,24,2,23.07222222
19.4,200,18,29.65,1.24,31,5,29.05555556
31.62,300,9,29.97,6.21,25,7,24.38333333
29.51,340,10,30.06,6.21,25,6,24.32777778
18.42,30,11,30,6.21,27,1,26.04444444
28.9,350,9,29.88,3.73,30,10,28.67777778
17.78,30,9,29.85,6.21,35,7,32.81111111
10.45,200,16,29.71,3.73,37,1,33.85555556
5.76,350,17,29.62,6.21,37,-7,33.05
36.79,320,9,29.74,6.21,27,11,27
10.34,250,20,29.8,3.73,28,-6,26.41666667
31.05,320,7,29.85,6.21,23,5,22.16666667
25.4,340,7,29.88,6.21,24,3,23.11666667
19.15,60,10,29.88,6.21,30,4,28.21666667
10.67,350,5,29.8,3.73,34,-1,31.16111111
13.59,230,12,29.74,3.73,31,0,28.93333333
25.95,20,12,29.91,6.21,26,5,25.33333333
8.87,60,13,29.8,6.21,32,-5,29.30555556
5.82,180,21,29.62,2.49,34,-9,30.55
23.93,310,10,29.91,1.86,25,3,24.17777778
22.28,350,9,29.97,6.21,25,2,24.13888889
16.17,360,9,30,6.21,28,0,26.66666667
9.39,340,9,29.94,6.21,31,-5,28.57222222
38.74,360,6,29.94,6.21,25,10,25
34.13,10,9,29.94,6.21,26,9,26
20.29,20,10,29.94,6.21,29,4,27.46666667
18.09,350,9,29.97,6.21,31,4,29.01111111
21.04,10,6,29.91,6.21,32,7,30.03888889
13.59,350,6,29.88,6.21,31,0,28.93333333
11.94,340,5,29.83,6.21,32,-1,29.63333333
34.41,20,20,29.74,6.21,27,10,27
33.01,330,12,29.74,6.21,30,12,28.98888889
30.9,300,9,29.77,6.21,30,11,28.81666667
15.92,230,5,29.74,6.21,32,3,29.81666667
17.32,300,5,29.8,6.21,33,5,30.77777778
9.55,300,3,29.8,6.21,36,-1,32.75555556
26.31,20,6,29.85,6.21,34,12,32.7
20.54,340,12,29.85,6.21,30,5,28.25555556
25.79,60,14,29.83,6.21,32,10,30.38888889
23.85,340,14,29.8,6.21,31,8,29.26666667
19.4,340,7,29.91,6.21,31,5,29.05555556
19.89,50,9,29.94,6.21,33,7,30.93333333
13.66,240,12,29.74,6.21,36,4,33.46111111
32.73,290,7,29.83,6.21,29,11,28.04444444
28.9,280,9,29.83,6.21,30,10,28.67777778
24.11,310,6,29.91,6.21,32,9,30.24444444
14.23,10,9,29.91,6.21,34,3,31.57222222
17.05,220,11,29.74,6.21,37,8,34.91111111
20.79,10,7,29.85,6.21,31,6,29.11111111
30.35,300,9,29.97,6.21,28,9,27.11111111
39.58,300,8,30,6.21,28,13,28
23.59,320,4,29.97,6.21,30,7,28.37222222
12.25,210,14,29.85,6.21,38,4,35.23888889
25.79,310,6,29.94,6.21,32,10,30.38888889
23.85,360,7,29.91,6.21,31,8,29.26666667
20.62,10,6,29.88,6.21,36,10,34.28333333
25.79,360,9,29.94,6.21,32,10,30.38888889
31.45,40,9,29.94,6.21,32,13,30.98888889
17.05,260,8,29.77,3.73,37,8,34.91111111
37.62,310,10,29.88,6.21,30,14,29.42777778
19.64,350,10,29.97,6.21,32,6,29.96111111
17.78,350,8,29.94,6.21,35,7,32.81111111
24.89,290,8,29.91,6.21,35,12,33.72777778
26.31,20,12,29.97,6.21,34,12,32.7
24.63,10,13,29.91,6.21,34,11,32.47222222
26.05,320,7,29.88,6.21,33,11,31.49444444
29.45,40,8,29.91,6.21,32,12,30.75555556
20.13,20,11,29.83,6.21,34,8,31.97222222
18.25,280,6,29.74,6.21,37,9,35.09444444
38.18,350,8,29.8,6.21,32,16,32
29.72,20,10,29.8,6.21,33,13,31.96111111
25.15,350,5,29.74,6.21,36,13,35.07777778
21.79,310,7,29.8,6.21,35,10,33.27222222
23.04,300,9,29.8,6.21,34,10,32.27777778
20.13,350,8,29.74,6.21,34,8,31.97222222
24.89,350,11,29.71,6.21,35,12,33.72777778
28.63,340,7,29.68,6.21,36,15,36
28.9,320,7,29.71,6.21,37,16,37
25.67,310,9,29.71,6.21,38,15,38
27.1,300,8,29.71,6.21,37,15,37
39,300,7,29.71,6.21,35,19,36.92222222
30.26,270,9,29.65,6.21,35,15,35
30.26,280,11,29.65,6.21,35,15,35
26.84,290,7,29.77,6.21,36,14,35.42777778
14.29,260,10,29.83,6.21,39,7,36.70555556
20.62,320,10,29.77,6.21,36,10,34.28333333
26.84,290,10,29.77,6.21,36,14,35.42777778
32.54,340,10,29.83,6.21,36,17,36.82222222
32.27,330,11,29.77,6.21,35,16,35
36.63,330,12,29.71,6.21,35,18,36.25555556
41.23,320,7,29.74,6.21,34,19,35.75
36.35,360,6,29.71,6.21,34,17,34
30.53,40,9,29.74,6.21,36,16,36
25.15,330,11,29.71,6.21,36,13,35.07777778
30.26,330,11,29.71,6.21,35,15,35
24.63,310,10,29.77,6.21,34,11,32.47222222
23.04,330,14,29.77,6.21,34,10,32.27777778
36.35,340,11,29.74,6.21,34,17,34
23.3,310,9,29.71,6.21,35,11,33.47777778
41.23,300,11,29.68,6.21,34,19,35.75
36.9,290,11,29.59,6.21,36,19,38.11111111
39,240,3,29.68,6.21,35,19,36.92222222
30.26,350,12,29.74,6.21,35,15,35
28.63,330,9,29.68,6.21,36,15,36
32.81,10,9,29.68,6.21,37,18,38.61111111
39.86,70,5,29.71,6.21,29,14,29
25.93,320,10,29.65,6.21,39,16,39.76111111
37.17,360,7,29.68,6.21,37,20,40.12222222
25.67,320,11,29.65,6.21,38,15,38
27.37,360,7,29.71,6.21,38,16,38.59444444
30.26,310,7,29.8,6.21,35,15,35
28.1,310,10,29.74,6.21,34,13,32.97222222
41.5,280,6,29.71,6.21,35,20,37.67777778
44.14,330,7,29.74,3.73,35,21,38.53888889
44.14,340,10,29.77,6.21,35,21,38.53888889
32.81,320,11,29.71,6.21,37,18,38.61111111
46.93,330,9,29.71,3.73,35,22,39.51666667
41.5,310,9,29.68,6.21,35,20,37.67777778
31.99,300,8,29.65,6.21,34,15,34
36.35,320,7,29.65,6.21,34,17,34
30.8,290,6,29.62,6.21,37,17,37.98888889
27.37,280,4,29.59,6.21,38,16,38.59444444
30.8,280,10,29.68,6.21,37,17,37.98888889
36.63,270,9,29.8,6.21,35,18,36.25555556
38.73,320,8,29.85,6.21,34,18,35.11111111
34.11,310,7,29.83,6.21,34,16,34
46.67,320,9,29.8,6.21,34,21,37.31666667
32.54,330,9,29.68,6.21,36,17,36.82222222
37.17,330,9,29.65,6.21,37,20,40.12222222
16.15,310,10,29.71,6.21,38,8,35.90555556
18.48,340,5,29.77,6.21,38,10,36.34444444
22.29,290,8,29.74,6.21,37,12,35.83888889
32.81,310,9,29.71,6.21,37,18,38.61111111
20.87,350,10,29.77,6.21,37,11,35.55555556
20,360,12,29.74,6.21,39,12,37.98888889
69.52,350,9,29.77,6.21,26,20,27.27777778
28.1,320,11,29.8,6.21,34,13,32.97222222
31.99,310,9,29.77,6.21,34,15,34
34.39,10,2,29.74,6.21,35,17,35.67777778
34.66,320,10,29.74,6.21,36,18,37.42777778
41.5,300,7,29.8,6.21,35,20,37.67777778
39,290,3,29.77,6.21,35,19,36.92222222
15.71,330,15,29.8,6.21,36,6,33.65
30.26,310,10,29.85,6.21,35,15,35
29.99,350,10,29.77,6.21,34,14,33.28333333
36.63,340,10,29.77,6.21,35,18,36.25555556
32.27,300,5,29.77,6.21,35,16,35
20.62,330,10,29.74,6.21,36,10,34.28333333
18.02,300,11,29.74,6.21,36,8,33.91666667
36.35,310,7,29.71,6.21,34,17,34
34.11,280,12,29.71,6.21,34,16,34
38.45,360,9,29.8,6.21,33,17,33
34.11,270,10,29.83,6.21,34,16,34
36.08,310,8,29.83,6.21,33,16,33
34.11,360,12,29.85,6.21,34,16,34
31.72,330,9,29.8,6.21,33,14,32.25555556
49.62,360,9,29.77,6.21,34,22,38.26666667
28.1,340,10,29.8,6.21,34,13,32.97222222
41.23,350,10,29.83,6.21,34,19,35.75
28.1,310,10,29.8,6.21,34,13,32.97222222
35.81,310,7,29.74,6.21,32,15,32
38.18,280,11,29.74,6.21,32,16,32
38.45,340,8,29.8,6.21,33,17,33
33.84,300,10,29.83,6.21,33,15,33
37.9,320,7,29.85,6.21,31,15,31
37.62,300,9,29.88,6.21,30,14,29.42777778
45.88,30,12,29.91,6.21,31,18,31.85
35.81,20,10,29.77,6.21,32,15,32
28.1,270,6,29.8,6.21,34,13,32.97222222
16.83,10,7,29.83,6.21,36,7,33.77222222
36.63,40,14,29.83,6.21,35,18,36.25555556
43.61,360,12,29.83,6.21,33,19,34.60555556
37.9,350,9,29.88,6.21,31,15,31
40.69,10,9,29.91,6.21,32,17,32.4
40.41,350,10,29.88,6.21,31,16,30.97222222
45.61,320,9,29.91,6.21,30,17,30.4
35.25,320,6,29.85,6.21,30,13,29.18888889
40.41,350,8,29.85,6.21,31,16,30.97222222
33.56,20,10,29.88,6.21,32,14,31.26666667
33.56,10,8,29.85,6.21,32,14,31.26666667
40.96,340,3,29.88,6.21,33,18,33.99444444
33.84,320,3,29.88,6.21,33,15,33
46.14,320,4,29.94,6.21,32,19,33.48333333
33.29,340,10,29.97,6.21,31,13,30.06111111
35.81,300,7,29.94,6.21,32,15,32
40.41,320,8,29.97,6.21,31,16,30.97222222
43.07,300,6,29.91,6.21,31,17,31.37777778
42.8,280,9,29.91,6.21,30,16,30.02777778
37.62,300,8,29.94,6.21,30,14,29.42777778
42.52,300,8,29.94,6.21,29,15,28.84444444
42.52,310,6,29.94,6.21,29,15,28.84444444
27.03,285,9.5,29.865,6.21,30,9,28.55555556
29.18,250,5,29.83,6.21,31,11,29.66111111
35.53,270,9,29.85,6.21,31,14,30.32222222
43.07,10,5,29.94,6.21,31,17,31.37777778
37.62,10,11,29.91,6.21,30,14,29.42777778
37.9,20,14,29.91,6.21,31,15,31
43.07,30,15,29.94,6.21,31,17,31.37777778
43.88,40,12,29.94,6.21,34,20,36.48333333
41.23,30,12,29.91,6.21,34,19,35.75
29.72,350,11,29.85,6.21,33,13,31.96111111
35.81,30,10,29.88,6.21,32,15,32
33.29,350,10,29.83,6.21,31,13,30.06111111
37.62,360,11,29.85,6.21,30,14,29.42777778
42.8,310,3,29.91,6.21,30,16,30.02777778
30.62,280,7,29.94,6.21,29,10,27.91111111
28.9,310,5,29.85,6.21,30,10,28.67777778
37.35,350,3,29.88,6.21,29,13,28.38333333
30.35,240,8,29.88,6.21,28,9,27.11111111
32.46,350,6,29.94,6.21,28,10,27.21666667
39.86,40,9,29.97,6.21,29,14,29
34.97,30,6,29.88,6.21,29,12,28.2
33.01,20,5,29.85,6.21,30,12,28.98888889
39.58,40,9,29.91,6.21,28,13,28
38.18,20,9,29.88,6.21,32,16,32
54.8,10,7,29.88,6.21,29,19,30.27777778
33.01,30,15,29.88,3.73,30,12,28.98888889
20.79,40,17,29.94,6.21,31,6,29.11111111
61.81,10,10,29.91,3.73,28,20,29.65555556
48.58,10,13,29.94,6.21,30,18,30.82777778
54.3,20,10,30,6.21,27,17,27.68888889
61.58,330,5,29.91,6.21,27,19,28.19444444
41.69,250,14,29.88,6.21,26,12,26
38.46,240,9,29.94,6.21,24,9,24
43.69,270,13,30.06,6.21,23,10,23
43.97,310,10,30.03,6.21,24,11,24
53.55,350,6,30.03,6.21,24,14,24
50.17,20,6,30.03,6.21,24,13,24
44.52,50,11,30,6.21,26,13,26
34.13,170,3,29.94,6.21,26,9,26
25.95,210,7,29.88,3.73,26,5,25.33333333
32.18,250,5,29.88,3.73,27,9,27
47.25,330,6,30,6.21,25,13,25
44.52,40,6,30,6.21,26,13,26
38.74,30,8,29.91,6.21,25,10,25
60.9,360,7,29.88,6.21,24,16,24
53.29,280,12,29.97,6.21,23,13,23
43.69,290,6,29.97,6.21,23,10,23
49.64,290,10,30,6.21,22,11,22
53.03,330,7,30.06,6.21,22,12,22
60.44,340,6,30.03,6.21,22,14,22
46.71,40,12,30.06,6.21,23,11,23
38.74,50,6,30,6.21,25,10,25
28.08,230,5,30,6.21,27,7,26.34444444
24.72,290,4,30,3.73,28,6,26.88333333
22.81,350,3,30.06,1.86,27,4,26.16666667
22.81,240,4,29.94,1.86,27,4,26.16666667
30.77,250,16,29.85,6.21,22,4,21.06111111
49.1,200,11,29.88,6.21,20,9,20
45.88,210,11,29.97,6.21,20,8,20
43.42,240,13,29.94,6.21,22,9,21.38888889
37.61,330,6,30.03,6.21,21,6,21
49.64,330,4,29.94,6.21,22,11,22
32.43,210,19,29.88,6.21,20,3,20
45.6,240,12,30.06,6.21,19,7,19
39.72,320,4,30.06,6.21,19,5,19
49.1,300,8,30.09,6.21,20,9,20
56.13,350,9,30.15,6.21,20,11,20
48.55,350,14,30.15,6.21,18,7,18
48.55,310,6,30.18,3.73,18,7,18
52.51,240,7,30.06,6.21,20,10,20
37.61,210,14,29.97,6.21,21,6,21
32.43,200,15,29.97,6.21,20,3,20
34.22,240,25,29.85,2.49,18,2,18
48.55,250,13,29.94,6.21,18,7,18
42.28,200,11,30.03,3.73,18,5,18
34.8,200,14,29.94,6.21,20,4,20
48,210,16,29.97,6.21,16,5,16
59.97,360,8,30.12,3.73,20,12,20
63.82,320,7,30.27,3.73,19,12,19
56.13,40,7,30.15,3.73,20,11,20
52.51,20,7,30.06,3.73,20,10,20
52.25,300,7,30,6.21,19,9,19
40,330,4,30.06,3.73,20,6,20
49.1,310,4,30.06,6.21,20,9,20
30.2,300,4,30.06,6.21,20,2,20
49.1,280,8,30.18,6.21,20,9,20
56.13,20,7,30.21,6.21,20,11,20
48.83,260,8,30.03,3.73,19,8,19
34.51,250,14,29.91,6.21,19,3,19
45.32,220,20,29.8,3.73,18,6,18
48,240,19,29.91,6.21,16,5,16
42,230,22,29.88,1.24,17,4,17
66.48,260,11,30.06,6.21,11,5,11
54.34,250,10,30.18,6.21,13,4,13
44.76,200,11,30.21,6.21,16,4,16
39.72,240,3,30.18,6.21,19,5,19
39.72,280,6,30.15,2.49,19,5,19
40,40,14,30.21,6.21,20,6,20
28.11,40,14,30.12,6.21,20,1,20
35.09,260,2,30,1.24,21,5,21
28.39,360,8,30.03,6.21,21,2,21
59.74,310,3,29.94,2.49,19,11,19
15.73,200,8,30.03,6.21,21,-6,21
18.55,290,3,30.12,6.21,22,-3,20.73888889
9.58,330,5,29.91,6.21,28,-7,26.36111111
31.34,260,8,29.94,3.73,24,6,23.27222222
42.85,350,8,30.09,6.21,20,7,20
49.37,40,6,29.91,6.21,21,10,21
35.09,320,6,29.91,3.73,21,5,21
24.86,270,9,29.88,6.21,22,1,20.90555556
20.72,300,5,29.94,6.21,19,-4,19
42,0,0,29.91,1.86,17,4,17
52.25,230,5,30.03,6.21,19,9,19
29.63,260,15,29.88,6.21,18,0,18
59.01,280,17,29.85,6.21,16,8,16
67.54,250,16,29.88,6.21,16,10,16
37.03,240,6,30.18,6.21,19,4,19
17.22,40,7,30.21,6.21,22,-4,20.70555556
14.59,250,5,30.03,1.24,26,-3,25.03888889
23.93,180,16,29.8,6.21,25,3,24.17777778
42.28,200,22,29.88,3.73,18,5,18
30.84,190,2.5,30,3.73,22,4,21.06111111
33,220,10,29.88,6.21,22,5,21.11666667
37.32,290,4,30.03,6.21,20,5,20
36.74,350,7,30,6.21,18,3,18
18.06,270,10,30.03,6.21,20,-5,20
45.88,30,7,30.09,6.21,20,8,20
30.2,50,5,29.97,6.21,20,2,20
28.68,210,15,29.88,6.21,22,3,21.00555556
16.74,260,18,30.06,6.21,20,-6,20
32.43,310,8,30.09,6.21,20,3,20
42.57,330,7,30,6.21,19,6,19
37.32,320,8,29.97,6.21,20,5,20
45.6,330,5,30.09,6.21,19,7,19
26.71,260,5,30.06,6.21,22,2,20.95555556
14.37,70,8,29.97,6.21,25,-4,25
8.04,180,18,29.71,3.73,27,-10,25.69444444
35.37,250,13,30.03,6.21,22,6,21.17777778
35.66,70,9,30.18,6.21,23,7,22.28888889
25.95,350,4,30.06,6.21,26,5,25.33333333
25.67,330,7,30,2.49,25,4,24.22777778
49.9,330,8,30,3.73,23,12,23
40.29,320,7,30.06,6.21,21,7,21
42.85,20,5,30,6.21,20,7,20
